Statistics for the Long Run Sample Average Latency3.log with Accuracy 0.95
Point Estimation:	Confidence Interval:			Confidence Level:	Relative Error:		Accurate:
-------------------------------------------------------------------------------------------------------------------------
Not Specified		[-inf, inf]				0.95			inf			false
Not Specified		[-inf, inf]				0.95			inf			false
0.000881027174651152	[0.000655953535939653, 0.00110610081336265]	0.95			0.34312436229051		false
0.000776103574945459	[0.000532841327705354, 0.00101936582218556]	0.95			0.456537874582097		false
0.000799782675248322	[0.000621619363579957, 0.000977945986916687]	0.95			0.28661158597491		false
0.000785937717945123	[0.000645290495712495, 0.000926584940177751]	0.95			0.217959544061366		false
0.000775927370416991	[0.000659425430376148, 0.000892429310457833]	0.95			0.176671894461801		false
0.000795609536557585	[0.000689860205942799, 0.000901358867172371]	0.95			0.153290956202153		false
0.000858839874324217	[0.000704743691608274, 0.00101293605704016]	0.95			0.218655639703969		false
0.000826598371127478	[0.000676724829995805, 0.000976471912259152]	0.95			0.221468955310245		false
0.000823169938440933	[0.000688950656104485, 0.000957389220777381]	0.95			0.194816974404757		false
0.000846353236037689	[0.000716722817251742, 0.000975983654823637]	0.95			0.180865483371957		false
0.000860960452976872	[0.000739210601562057, 0.000982710304391686]	0.95			0.164702523418278		false
0.000856457396989973	[0.000744116594233652, 0.000968798199746294]	0.95			0.150972043395992		false
0.000855859061701771	[0.000751845077328094, 0.000959873046075448]	0.95			0.13834496960906		false
0.000840021184149692	[0.000738335526342198, 0.000941706841957185]	0.95			0.137722829499017		false
0.000852054365285062	[0.000754055845842076, 0.000950052884728049]	0.95			0.129961885427132		false
0.000851115077588908	[0.000759043090695679, 0.000943187064482137]	0.95			0.121300079036149		false
0.000858573706597728	[0.000770545081836489, 0.000946602331358967]	0.95			0.114242017548713		false
0.000843845488436083	[0.000755716938531875, 0.000931974038340292]	0.95			0.116615819244988		false
0.000834372001411361	[0.000748728925715078, 0.000920015077107643]	0.95			0.114384622731769		false
0.000842540193321908	[0.000759519173333078, 0.000925561213310737]	0.95			0.109307339305866		false
0.000834288953696258	[0.000753496394316008, 0.000915081513076508]	0.95			0.107223551419367		false
0.000829252727518579	[0.000751424278332612, 0.000907081176704545]	0.95			0.103574573553393		false
0.000824338202510465	[0.000749203149038049, 0.000899473255982881]	0.95			0.100286622618827		false
0.000814745846951168	[0.000740266860616505, 0.00088922483328583]	0.95			0.100610996246186		false
0.000814169433466496	[0.000742603420254706, 0.000885735446678286]	0.95			0.0963717796872569		false
0.000814798264975718	[0.000745922808443887, 0.00088367372150755]	0.95			0.0923359035977413		false
0.000808442853100442	[0.000740914007551836, 0.000875971698649048]	0.95			0.0911426223020643		false
0.000812555645378155	[0.000746900251605247, 0.000878211039151064]	0.95			0.0879038313774849		false
0.000809912303819635	[0.000746271934554728, 0.000873552673084541]	0.95			0.0852777202493601		false
0.000805829269151065	[0.000743758006344055, 0.000867900531958075]	0.95			0.0834562616839868		false
0.000808101429132749	[0.000747836419351407, 0.00086836643891409]	0.95			0.080585818264386		false
