Statistics for the Long Run Time Average SendRate11.log with Accuracy 0.95
Point Estimation:	Confidence Interval:			Confidence Level:	Relative Error:		Accurate:
-------------------------------------------------------------------------------------------------------------------------
Not Specified		[-inf, inf]				0.9			inf			false
Not Specified		[-inf, inf]				0.9			inf			false
306.567186649045	[305.434155364121, 307.700217933968]	0.9			0.00370957623770979		true
306.567186649045	[305.434155364121, 307.700217933968]	0.9			0.00370957623770979		true
301.222205257574	[290.13260809553, 312.311802419618]	0.9			0.0382225122327254		true
294.74798257876	[279.618332995706, 309.877632161813]	0.9			0.0541082175155021		false
285.521678475448	[263.246036114655, 307.797320836242]	0.9			0.0846190988839482		false
283.192517854832	[264.934711175213, 301.450324534451]	0.9			0.0689143623296094		false
283.23530973684	[267.764200173547, 298.706419300133]	0.9			0.0577788574920236		false
283.504254639013	[270.038233983256, 296.970275294769]	0.9			0.0498670890307772		true
282.571395650999	[270.665663281789, 294.477128020208]	0.9			0.0439868590084679		true
286.103789133717	[273.210558838384, 298.997019429051]	0.9			0.0471915520035247		true
285.997409879236	[274.339403331326, 297.655416427145]	0.9			0.0424948308786326		true
289.921993095513	[276.639331922991, 303.204654268036]	0.9			0.0480143625282457		true
290.034561289201	[277.796286641439, 302.272835936964]	0.9			0.0440548532729637		true
288.987840700144	[277.573999396159, 300.40168200413]	0.9			0.0411199944116359		true
286.888111510013	[275.652559868724, 298.123663151302]	0.9			0.0407598305876058		true
286.929926128176	[276.413259146671, 297.44659310968]	0.9			0.0380468976559621		true
285.157609421466	[274.812659100723, 295.502559742208]	0.9			0.0376436455096169		true
286.739626988041	[276.394073575728, 297.085180400355]	0.9			0.0374304458792208		true
288.519537939144	[278.013155416731, 299.025920461557]	0.9			0.0377909545563211		true
288.7135402374	[278.721337831318, 298.705742643481]	0.9			0.0358501522841038		true
287.642063986638	[277.986691653791, 297.297436319485]	0.9			0.0347332178940123		true
287.366880021745	[278.164899402647, 296.568860640842]	0.9			0.0330810272570642		true
287.554693049267	[278.739788420375, 296.369597678159]	0.9			0.0316241347489215		true
287.679034153094	[279.2265861511, 296.131482155088]	0.9			0.0302709284187579		true
286.683326029864	[278.404097981042, 294.962554078686]	0.9			0.0297381687585136		true
287.35366337353	[279.250321608168, 295.457005138892]	0.9			0.0290182002967658		true
288.05620883614	[280.096560574103, 296.015857098178]	0.9			0.0284175151802041		true
