Latency Average,Latency Min,Latency Max,Sendrate Average,Sendrate Min,Sendrate Max,Interconnect,NumberOfNodes,Load Value,NIBufferCapacity
0.002659833455366434,0.00235938010390748,0.00286419482216264,120.14246779531722,116.194723020219,122.551628100406,Mesh,9.0,0.2,2.0
0.004069856464511725,0.00345864214303923,0.00475014780042307,265.6643770615095,261.554543761674,271.018297575074,Mesh,9.0,0.45,2.0
0.012666299853453791,0.00670302995416081,0.0174072971122867,367.108274209854,228.817613023547,509.85362238784,Mesh,9.0,0.95,2.0
0.029210926622413744,0.025042071055519,0.0353858357676599,116.48411790685289,111.640622145772,122.598928595756,Torus,9.0,0.25,2.0
0.03702788360421325,0.0336514809098112,0.0400612476281787,145.65122985224232,134.521383416939,153.43681887323,Torus,9.0,0.45,2.0
0.04140905910736238,0.0383977776390738,0.0459673229595529,152.23737058192467,123.644477686117,184.934957999673,Torus,9.0,0.75,2.0
0.00017123391409697278,0.000169915998792558,0.000172581661801027,30.05771133338933,28.9030585313766,30.7986406687185,Bus,9.0,0.05,2.0
0.0003868706392559718,0.000379083365024865,0.000395876734248839,119.81890386354455,117.264841426697,121.439793770165,Bus,9.0,0.2,2.0
0.005353230883857428,0.00520976571093733,0.00550891636762159,279.1113244684516,270.140021737541,286.04942768927,Bus,9.0,0.65,2.0
0.006619853826631727,0.00657721016043166,0.00666405778732446,278.08716353769097,276.121741151859,279.261990032893,Bus,9.0,0.85,2.0
