Latency Average,Latency Min,Latency Max,Sendrate Average,Sendrate Min,Sendrate Max,Interconnect,NumberOfNodes,Load Value,NIBufferCapacity
0.00301781435444561,0.00276632750807535,0.00331220427656062,179.60451743156625,171.898591474438,186.111196479066,Mesh,9.0,0.3,2.0
0.0032693339447968607,0.00297318066541224,0.00372729936794387,209.45008616711834,204.313799081409,217.627255642245,Mesh,9.0,0.35,2.0
0.007087456327134065,0.00462760067105206,0.00964565536692677,353.6102740872099,323.405180000184,381.02892463016,Mesh,9.0,0.65,2.0
0.011760232451716597,0.00623419106959057,0.0159300623627086,372.7700216995938,252.644415871217,490.743063522458,Mesh,9.0,0.9,2.0
0.031117394465670776,0.0276136414546247,0.0370867098162057,129.13708265704702,121.309329195665,136.749112742131,Torus,9.0,0.3,2.0
0.03778104277904739,0.034708202464254,0.0408062781011066,149.49300947644898,137.264352515658,160.866672177004,Torus,9.0,0.5,2.0
0.042028727210091474,0.0382324401422024,0.0466549077347631,153.01299254889415,123.001965118246,187.492879583422,Torus,9.0,0.85,2.0
0.0009017383581374878,0.000868157048668162,0.000917579986072425,178.67637366651647,176.475096088729,181.229668325304,Bus,9.0,0.3,2.0
0.003257279885228997,0.00319520386461052,0.00333533041295361,264.300549515156,258.666287070268,271.060092653961,Bus,9.0,0.5,2.0
0.006076734008694845,0.00601673758292726,0.00615199320513263,278.36836805667724,272.714012197792,283.878335901029,Bus,9.0,0.75,2.0
