,Latency1,Latency2,Latency3,Latency4,average
0.1,0.000164415489707265,0.000164959223148142,0.000165913832768544,0.0001654102900885,0.00016517470892811275
0.2,0.000182360600340273,0.000182921354998077,0.000180515009623575,0.000182271779445457,0.0001820171861018455
0.3,0.000195968575897481,0.000202268541893561,0.000197172924742323,0.000196211535219657,0.00019790539443825548
0.4,0.000216651486682465,0.000219128361778784,0.000210686391694936,0.000217911515502456,0.00021609443891466027
