Statistics for the Long Run Time Average SendRate7.log with Accuracy 0.95
Point Estimation:	Confidence Interval:			Confidence Level:	Relative Error:		Accurate:
-------------------------------------------------------------------------------------------------------------------------
Not Specified		[-inf, inf]				0.9			inf			false
Not Specified		[-inf, inf]				0.9			inf			false
103.747519916049	[97.4277930210705, 110.067246811027]	0.9			0.0648657503060905		false
99.3042848240518	[89.148794315584, 109.45977533252]	0.9			0.11391618458145		false
97.1978637671598	[89.5704114624309, 104.825316071889]	0.9			0.0851559368790901		false
99.1134101748458	[91.7956331028421, 106.43118724685]	0.9			0.079718139356426		false
98.276082613477	[92.2492238290326, 104.302941397921]	0.9			0.0653323522332733		false
97.0917128820984	[91.6628158422807, 102.520609921916]	0.9			0.0592268194025261		false
96.2043338063796	[91.3090810289441, 101.099586583815]	0.9			0.0536118940446221		false
97.0368151743271	[92.3292994931134, 101.744330855541]	0.9			0.0509861518180886		false
97.3815387026779	[93.0728630889728, 101.690214316383]	0.9			0.0462935754924199		true
97.3815387026779	[93.0728630889728, 101.690214316383]	0.9			0.0462935754924199		true
97.2885214407178	[93.3955578417925, 101.181485039643]	0.9			0.041682534896572		true
96.8141338803542	[93.183876305585, 100.444391455123]	0.9			0.0389580013055499		true
98.5296265805398	[93.7904283533955, 103.268824807684]	0.9			0.050529657560443		false
98.1215256798918	[93.706247004678, 102.536804355106]	0.9			0.0471182959124741		true
97.2120834776168	[92.8058236510188, 101.618343304215]	0.9			0.0474782686393371		true
97.5177365801497	[93.3202272491766, 101.715245911123]	0.9			0.044979630404942		true
98.1021206417422	[93.9454940008142, 102.25874728267]	0.9			0.0442450879112101		true
97.9495161954121	[94.0333261785576, 101.865706212267]	0.9			0.0416468307142316		true
98.0118645049285	[94.2990095670971, 101.72471944276]	0.9			0.0393732124534094		true
97.9210215672389	[94.4015050046993, 101.440538129779]	0.9			0.0372824200457869		true
97.9973591033785	[94.6395842078781, 101.355133998879]	0.9			0.0354796032083683		true
98.1036898269105	[94.8868420598927, 101.320537593928]	0.9			0.0339019372674176		true
98.0797369178885	[95.0070090786412, 101.152464757136]	0.9			0.0323421173768754		true
98.8465759992161	[95.510704415799, 102.182447582633]	0.9			0.0349266776307562		true
98.1692420822949	[94.7433333087576, 101.595150855832]	0.9			0.0361598927744351		true
97.532549370767	[94.0514385768576, 101.013660164676]	0.9			0.0370128394268485		true
97.6156945357707	[94.2551521717372, 100.976236899804]	0.9			0.0356536728932383		true
97.0334784830185	[93.6361267096431, 100.430830256394]	0.9			0.0362824893847888		true
97.3582321451624	[93.9956053617936, 100.720858928531]	0.9			0.0357742978560102		true
97.4221169620105	[94.1659965318883, 100.678237392133]	0.9			0.0345785161315586		true
97.6504968897303	[94.4533591524218, 100.847634627039]	0.9			0.0338488516025054		true
97.1356185910449	[93.9105589129809, 100.360678269109]	0.9			0.0343418217865401		true
97.0713513292224	[93.9474234300755, 100.195279228369]	0.9			0.0332518741343883		true
96.8651329173325	[93.8215658715027, 99.9086999631624]	0.9			0.0324399514925846		true
97.2185622825183	[94.1615916439735, 100.275532921063]	0.9			0.0324651546896448		true
97.7827737943878	[94.5837965338005, 100.981751054975]	0.9			0.0338216203812889		true
97.7827530872414	[94.671237684736, 100.894268489747]	0.9			0.0328665334752152		true
97.2453977302745	[94.068948012296, 100.421847448253]	0.9			0.0337672503530428		true
97.1123200546775	[94.0165176433181, 100.208122466037]	0.9			0.0329282820610769		true
97.0094205090472	[93.9921229667607, 100.026718051334]	0.9			0.0321016000814614		true
96.9721011834139	[94.0307419146113, 99.9134604522165]	0.9			0.0312808259183321		true
96.8568964803875	[93.9848535069005, 99.7289394538744]	0.9			0.0305585726457093		true
96.6180255693107	[93.7892002087796, 99.4468509298418]	0.9			0.0301615255726031		true
96.4037403498772	[93.6210859194662, 99.1863947802882]	0.9			0.02972251820284		true
96.2472024415789	[93.5192106813871, 98.9751942017707]	0.9			0.0291703890603387		true
95.6921062302828	[92.8355138308665, 98.548698629699]	0.9			0.0307704700662352		true
95.7234601330401	[92.9255362469089, 98.5213840191713]	0.9			0.0301093111660601		true
95.9288796381809	[93.1482379884154, 98.7095212879465]	0.9			0.0298517901123514		true
95.5377105900779	[92.7295806239129, 98.3458405562429]	0.9			0.030283000821001		true
95.6039594082994	[92.8453162917717, 98.3626025248271]	0.9			0.0297122485732993		true
95.6139426224525	[92.9091576501146, 98.3187275947904]	0.9			0.0291121461086089		true
95.5249980350285	[92.8722220238715, 98.1777740461855]	0.9			0.0285637185516583		true
95.4295214453718	[92.826045354675, 98.0329975360685]	0.9			0.0280468275983234		true
95.5059694533141	[92.9423504904395, 98.0695884161888]	0.9			0.0275828935823865		true
94.8859743384766	[92.1135662615459, 97.6583824154073]	0.9			0.0300977173010408		true
94.6311861106717	[91.8781435264671, 97.3842286948764]	0.9			0.0299640641238206		true
94.705225251813	[91.9924572068406, 97.4179932967854]	0.9			0.0294890268978564		true
94.8152092380275	[92.1343519092164, 97.4960665668385]	0.9			0.0290972614801982		true
94.9627532856489	[92.3033479814462, 97.6221585898516]	0.9			0.0288115801036523		true
95.0169502948221	[92.3968548965615, 97.6370456930828]	0.9			0.0283569760160546		true
95.2036366471669	[92.5906621171746, 97.8166111771593]	0.9			0.0282207133013651		true
95.2435870931488	[92.6695599417799, 97.8176142445176]	0.9			0.0277764041718335		true
