Statistics for the Long Run Sample Average Latency4.log with Accuracy 0.95
Point Estimation:	Confidence Interval:			Confidence Level:	Relative Error:		Accurate:
-------------------------------------------------------------------------------------------------------------------------
Not Specified		[-inf, inf]				0.95			inf			false
Not Specified		[-inf, inf]				0.95			inf			false
0.119025784059661	[0.118673750125652, 0.119377817993671]	0.95			0.00296640102496865		true
0.119025784059661	[0.118673750125652, 0.119377817993671]	0.95			0.00296640102496865		true
0.116088174007294	[0.110326977855882, 0.121849370158706]	0.95			0.0522192872801943		false
0.116691456298423	[0.112449547806703, 0.120933364790143]	0.95			0.0377227705620652		true
0.104796319270563	[0.0812518774329952, 0.128340761108131]	0.95			0.289771049991845		false
0.0997252996299691	[0.0780840304765777, 0.12136656878336]	0.95			0.277153587248329		false
0.09369012183713	[0.0719082328620401, 0.11547201081222]	0.95			0.302912310706892		false
0.0901438569547103	[0.0700404199117547, 0.110247293997666]	0.95			0.287026220977605		false
0.0954234912719066	[0.0748950630332986, 0.115951919510515]	0.95			0.27409588038508		false
0.0929825590927997	[0.0740083376263458, 0.111956780559254]	0.95			0.256379511755165		false
0.0906803727145318	[0.0729343119569583, 0.108426433472105]	0.95			0.24331566695311		false
0.090496166345768	[0.0742922807416618, 0.106700051949874]	0.95			0.218109949544452		false
0.092818823815087	[0.0772337406812117, 0.108403906948962]	0.95			0.201791121295082		false
0.0919080417367825	[0.0773690548709732, 0.106447028602592]	0.95			0.187917338399128		false
0.0900405042984048	[0.0760192456260264, 0.104061762970783]	0.95			0.184443538697495		false
0.0886967996034045	[0.0753193129435048, 0.102074286263304]	0.95			0.1776103118457		false
0.0862173374380796	[0.0727444153794836, 0.0996902594966757]	0.95			0.185209022415154		false
0.089677135073447	[0.0752780444670845, 0.10407622567981]	0.95			0.19127875475908		false
0.0875693380562519	[0.073336416231073, 0.101802259881431]	0.95			0.194077138707363		false
0.0868104245390869	[0.0732262077979286, 0.100394641280245]	0.95			0.185510313174275		false
0.0871767508431696	[0.074235650688092, 0.100117850998247]	0.95			0.174324600581072		false
0.0867063941739222	[0.0743331486029773, 0.099079639744867]	0.95			0.166456632114858		false
0.0855673204072572	[0.0735353356923034, 0.097599305122211]	0.95			0.163621809864304		false
0.0869265588628108	[0.0751027773712356, 0.098750340354386]	0.95			0.157434676924528		false
0.0899019588728396	[0.0771494642521599, 0.102654453493519]	0.95			0.165295958232434		false
0.0899517327176802	[0.0776991438258583, 0.102204321609502]	0.95			0.157692714340365		false
0.0893775982659979	[0.0775339604615641, 0.101221236070432]	0.95			0.152754196147443		false
0.0876374638817037	[0.0757259340660386, 0.0995489936973688]	0.95			0.157297892229066		false
0.0871271106336962	[0.075590215482485, 0.0986640057849074]	0.95			0.152624186577222		false
0.0867232838775553	[0.0755495168460293, 0.0978970509090813]	0.95			0.147899913831325		false
0.0863428060388647	[0.0755097946612907, 0.0971758174164387]	0.95			0.143464982604799		false
0.0855568733663484	[0.0749553483169475, 0.0961583984157494]	0.95			0.141437873179811		false
0.0854622604049853	[0.0751853414087273, 0.0957391794012432]	0.95			0.136687801155146		false
0.0858465278118756	[0.0758480454985441, 0.095845010125207]	0.95			0.131822543977397		false
0.085458043979037	[0.0757196227008587, 0.0951964652572153]	0.95			0.128611592752533		false
0.0862200308122896	[0.0766388733617834, 0.0958011882627959]	0.95			0.125016940231848		false
0.0856827888661459	[0.0763048760463137, 0.095060701685978]	0.95			0.122900570785806		false
0.0859356195419187	[0.0767943881988666, 0.0950768508849708]	0.95			0.119035147716523		false
0.0859545493369533	[0.0770507158608403, 0.0948583828130663]	0.95			0.115558088937084		false
0.0854433466072945	[0.0767073166348656, 0.0941793765797234]	0.95			0.113887831769859		false
0.0847908505432738	[0.0761751158058621, 0.0934065852806854]	0.95			0.113104320830564		false
0.0880066126329201	[0.0774984686483183, 0.0985147566175218]	0.95			0.135591633846171		false
0.0891109889390479	[0.078624309332314, 0.0995976685457817]	0.95			0.133377064877108		false
0.090852247099342	[0.0800532185025183, 0.101651275696166]	0.95			0.134898119011716		false
0.0915105626312559	[0.0808756785215544, 0.102145446740957]	0.95			0.131496691021481		false
0.09091609027125	[0.0804499115422885, 0.101382269000211]	0.95			0.130095590266248		false
0.0902737007319099	[0.0799555218516185, 0.100591879612201]	0.95			0.129048984252018		false
0.0896174881127254	[0.0794350045636797, 0.0997999716617711]	0.95			0.128186353169815		false
0.0898356968810073	[0.0798540174364071, 0.0998173763256075]	0.95			0.124999089151016		false
0.0912029873147809	[0.0810624690827402, 0.101343505546822]	0.95			0.125095106857532		false
0.0906882788684226	[0.0806975204221552, 0.10067903731469]	0.95			0.123805023921459		false
0.090277753171115	[0.0804480221309466, 0.100107484211283]	0.95			0.122187355012513		false
0.0903341914223543	[0.0806910760347045, 0.0999773068100041]	0.95			0.119506590586329		false
0.090495270864681	[0.0810271514574295, 0.0999633902719325]	0.95			0.116851194160835		false
0.0899824650875699	[0.0806339013431222, 0.0993310288320176]	0.95			0.115938378135354		false
0.089137602137447	[0.0798093451163935, 0.0984658591585005]	0.95			0.116881763751466		false
0.0889753263416889	[0.0798066660485904, 0.0981439866347874]	0.95			0.114885895465375		false
0.0889807800223253	[0.0799715805145337, 0.0979899795301169]	0.95			0.112655013816493		false
0.0888192111831463	[0.0799583660623878, 0.0976800563039047]	0.95			0.110818236503792		false
0.0890207426654639	[0.0802998800747851, 0.0977416052561427]	0.95			0.1086036813823		false
