Latency Average,Latency Min,Latency Max,Sendrate Average,Sendrate Min,Sendrate Max,Interconnect,NumberOfNodes,Load Value,NIBufferCapacity
0.028675302,0.024960792,0.033750142,130.4841422,124.8537086,134.659316,Torus,9,0.25,3
0.04241037,0.035841219,0.048563921,125.5197527,91.44020393,154.7486581,Torus,12,0.45,2
0.050689213,0.043537769,0.061985421,119.8818362,65.44016757,194.9735475,Torus,12,0.95,2
0.061379359,0.055530585,0.068111453,128.8418091,82.04578619,167.3748173,Torus,16,0.45,3
0.070437488,0.060097187,0.082274675,127.8466575,64.50204149,218.2124069,Torus,16,0.95,3
0.00333359,0.003326674,0.003341292,277.9497563,277.6513314,278.1635476,Bus,9,0.95,1
0.006926417,0.006916928,0.00693969,278.0099688,277.9556532,278.1036879,Bus,9,0.95,2
0.010514352,0.01049442,0.010534043,278.1486759,278.0203792,278.1974822,Bus,9,0.95,3
0.002506257,0.002439904,0.002554394,277.215924,272.8207705,286.3065503,Bus,9,0.65,1
0.008038219,0.007946079,0.008151449,278.2788846,271.1056829,288.5312477,Bus,9,0.65,3
0.005380889,0.005318623,0.005506063,206.691991,200.0922797,219.9553174,Bus,12,0.45,2
0.000819241,0.000796905,0.000841739,146.904799,143.0445663,151.9613342,Bus,12,0.25,1
0.009338135,0.009324986,0.009347662,208.5041681,208.4636434,208.5602149,Bus,12,0.95,2
0.003792355,0.003751458,0.003839213,208.4659746,201.8934006,215.540577,Bus,12,0.65,1
0.012353859,0.012149211,0.01267484,208.8572106,204.0977719,213.1285212,Bus,12,0.65,3
0.009005252,0.008814158,0.009160916,156.7743413,153.5776104,160.3890303,Bus,16,0.45,2
0.001674409,0.001617878,0.001708266,137.3432881,134.0339454,140.8170972,Bus,16,0.25,1
0.002114528,0.002079802,0.002160696,150.2906839,146.6517713,153.923111,Mesh,4,0.25,1
0.002503767,0.002295183,0.002779075,387.8549092,378.1428826,397.9380426,Mesh,4,0.65,1
0.002832606,0.002525056,0.003285727,388.6673678,387.2525223,390.1638547,Mesh,4,0.65,3
0.005974041,0.00413621,0.007562218,441.3019268,367.4762081,500.7843754,Mesh,6,0.95,1
0.008726906,0.005148859,0.011492174,450.2177836,376.1021978,522.7376011,Mesh,6,0.95,2
0.002760773,0.002495454,0.002999603,149.7240144,146.0176921,155.4353058,Mesh,8,0.25,1
0.012554954,0.006926676,0.017504687,370.9072529,253.5447904,506.0473936,Mesh,8,0.95,2
0.00804175,0.005289972,0.011123982,366.3209961,346.0690243,386.1380483,Mesh,8,0.65,3
0.008562177,0.004947711,0.011796035,347.6155597,208.8069395,484.0193452,Mesh,9,0.95,1
0.008480896,0.005262681,0.011500264,360.9401245,331.1661349,381.8542521,Mesh,9,0.65,3
0.003271747,0.00289595,0.003650828,148.6134418,145.8819628,156.0497288,Mesh,12,0.25,3
0.008949203,0.005799068,0.012287379,255.8585002,242.4478406,269.0755482,Mesh,16,0.45,3
0.018308535,0.008639772,0.026677092,283.7025593,170.1339944,372.1673544,Mesh,16,0.65,3
0.028946331,0.024139039,0.034467565,117.0983466,110.4695365,123.2774099,Torus,9,0.25,2
0.040396536,0.037707438,0.043991849,152.8423126,132.5982516,177.9401456,Torus,9,0.65,2
0.033903892,0.029411923,0.04100552,109.6119148,96.9004217,115.5813258,Torus,12,0.25,2
0.047960755,0.041054091,0.056615335,122.71148,76.61443968,178.7158097,Torus,12,0.65,2
0.045494689,0.041077524,0.051139735,97.4877807,83.73490518,106.5217677,Torus,16,0.25,2
0.062274342,0.054391159,0.071499783,104.829797,57.17108772,176.8681623,Torus,16,0.95,2
0.004580288,0.004477837,0.004680022,139.5272353,134.5555595,143.3484051,Bus,16,0.25,3
0.002107171,0.002064914,0.002166505,149.2150963,144.8159086,152.4423968,Mesh,4,0.25,2
0.003013724,0.00272,0.003372228,270.8608466,266.5176567,276.5685712,Mesh,6,0.45,2
0.003801908,0.003177499,0.004376576,371.4711748,358.8078411,379.7862254,Mesh,6,0.65,1
0.004671652,0.003664375,0.005551896,381.0521515,377.0897232,385.25051,Mesh,6,0.65,3
0.008176571,0.004979716,0.010899478,362.0631667,239.0786105,490.9100903,Mesh,8,0.95,1
0.006834563,0.004657416,0.008914888,357.1945595,334.4664982,379.9450838,Mesh,8,0.65,2
0.002845208,0.002536846,0.003098364,149.7465413,145.2782607,152.6631824,Mesh,9,0.25,3
0.005071363,0.003941873,0.006220163,254.6107447,242.5622928,270.1567702,Mesh,12,0.45,1
0.011246122,0.005957143,0.015561652,282.6082239,122.4350094,466.4046617,Mesh,12,0.95,1
0.01064213,0.005859135,0.015081369,315.5633473,251.0172629,373.1536102,Mesh,12,0.65,2
0.003778959,0.003357601,0.004460168,150.5545812,143.0959533,155.2580246,Mesh,16,0.25,2
0.01051085,0.005747343,0.014263081,249.9265097,127.8312696,348.5921183,Mesh,16,0.65,1
0.026690623,0.023082891,0.030043505,143.0797738,114.6063119,179.3947979,Torus,6,0.95,1
0.031333485,0.026552707,0.036280164,185.171708,139.9223133,234.5478632,Torus,6,0.95,2
0.028802127,0.024684033,0.031848583,186.037733,158.4425792,210.9468578,Torus,6,0.65,2
0.035293934,0.029599184,0.040908195,134.183794,100.9618806,164.4256939,Torus,8,0.45,2
0.049571689,0.042762575,0.057164581,154.9219523,86.26109341,251.3541106,Torus,8,0.95,3
0.03704623,0.034149757,0.041450949,146.1104082,138.6208157,154.6089853,Torus,9,0.45,2
0.036120911,0.033709642,0.039640873,115.7279884,92.99190374,148.477957,Torus,9,0.95,1
0.045538191,0.041174319,0.049637232,151.4308981,116.4543038,179.630283,Torus,12,0.45,3
0.055869941,0.04799071,0.068833746,147.5557023,81.01322431,240.406308,Torus,12,0.95,3
0.048209543,0.042122486,0.055910202,80.86221796,56.53406452,110.4871315,Torus,16,0.45,1
0.051889567,0.045283055,0.061196625,79.49758984,46.39012148,132.1894055,Torus,16,0.95,1
0.000232671,0.000228774,0.000237075,272.8019361,265.0128719,279.8378061,Bus,4,0.45,1
0.00022884,0.0002257,0.000232953,267.8715029,261.1904279,280.3856808,Bus,4,0.45,2
0.000232123,0.000228427,0.000236513,271.5937106,267.0415267,275.1394063,Bus,4,0.45,3
0.000189841,0.00018648,0.000192752,145.9445331,143.5328199,148.5457197,Bus,4,0.25,1
0.000192158,0.000190706,0.000194917,151.3023321,145.7492561,156.0594718,Bus,4,0.25,2
0.000189221,0.000186599,0.000191653,148.7605914,147.8847454,150.5996511,Bus,4,0.25,3
0.000363402,0.000347696,0.000379503,569.5301342,567.9541568,570.7986869,Bus,4,0.95,1
0.000368404,0.000357726,0.000377015,569.388617,568.8967468,570.1048025,Bus,4,0.95,2
0.000366002,0.000359124,0.000371405,570.1813448,569.0536691,571.9273766,Bus,4,0.95,3
0.000276478,0.000269879,0.000287106,394.1791504,385.2370813,399.1906425,Bus,4,0.65,1
0.000270137,0.000265102,0.000274793,390.6707702,386.0994342,398.9389305,Bus,4,0.65,2
0.000273244,0.000270727,0.000275902,384.7937867,382.1733656,387.5783186,Bus,4,0.65,3
0.000469639,0.000461642,0.000478828,268.4065582,261.4055638,271.1626686,Bus,6,0.45,1
0.000635544,0.000616513,0.000646926,270.8036379,264.2833402,276.255404,Bus,6,0.45,2
0.000661322,0.000650127,0.000677649,269.2332932,267.3661733,270.9881932,Bus,6,0.45,3
0.000244755,0.000238192,0.000252874,149.0865841,145.2193529,152.1504167,Bus,6,0.25,1
0.000252789,0.000246139,0.000258186,148.468201,147.4458881,149.0477533,Bus,6,0.25,2
0.000251522,0.000245445,0.000258934,151.5239722,148.5770773,155.6716417,Bus,6,0.25,3
0.004459323,0.004449236,0.004476926,417.0177785,416.1520459,417.4519135,Bus,6,0.95,2
0.000992031,0.000970276,0.001007309,369.5380247,366.5266271,374.5962514,Bus,6,0.65,1
0.002266263,0.002191944,0.002312648,377.0820564,374.7493216,379.4341034,Bus,6,0.65,3
0.001757713,0.001704103,0.00179409,261.5646073,256.7877322,268.7573101,Bus,8,0.45,2
0.000356195,0.000347563,0.000365957,148.527724,145.9075188,151.7178316,Bus,8,0.25,1
0.002923319,0.002917908,0.00292998,312.6471641,311.9934676,312.8402896,Bus,8,0.95,1
0.006114685,0.006102423,0.006129631,312.7606085,312.5414877,312.8851469,Bus,8,0.95,2
0.009308039,0.009282137,0.0093363,312.9328992,312.8350053,313.0316711,Bus,8,0.95,3
0.002018537,0.001965999,0.002064431,308.7091315,303.5491075,313.4362737,Bus,8,0.65,1
0.004241579,0.004222199,0.00426535,310.6566712,305.3543427,316.4807132,Bus,8,0.65,2
0.006452882,0.006360985,0.006538128,311.6329781,305.8175785,316.5298817,Bus,8,0.65,3
0.001334097,0.001310984,0.001371964,246.3463145,239.1174039,251.5433499,Bus,9,0.45,1
0.002601768,0.002534279,0.002653391,250.8950682,245.2120953,258.0590156,Bus,9,0.45,2
0.000585793,0.000563865,0.000612274,150.4332237,149.2392899,152.8367279,Bus,9,0.25,2
0.004543428,0.004534218,0.004547925,208.3941731,208.2307392,208.4377117,Bus,12,0.95,1
0.014127818,0.01410566,0.014144268,208.6176836,208.5470727,208.6833695,Bus,12,0.95,3
0.00803069,0.007971595,0.008154457,209.5588077,203.7060201,214.6061653,Bus,12,0.65,2
0.004316249,0.004248602,0.004363689,156.564253,148.3394259,162.2976694,Bus,16,0.45,1
0.013840146,0.01320411,0.014388071,156.6132432,147.6361675,164.1707187,Bus,16,0.45,3
0.003209577,0.003120028,0.003276484,139.1818188,133.8884994,143.0752265,Bus,16,0.25,2
0.017487868,0.017269708,0.017727577,156.633946,154.7384654,157.8886551,Bus,16,0.65,3
0.002109063,0.002065389,0.002169427,149.2210086,144.8269487,152.4503716,Mesh,4,0.25,3
0.002852964,0.002629467,0.003053058,271.167364,266.394756,274.5870212,Mesh,6,0.45,1
0.002439309,0.002286491,0.002541725,149.9818772,147.2960168,152.7304835,Mesh,6,0.25,3
0.004238711,0.003394591,0.005079292,267.3112811,264.6345039,272.5671656,Mesh,8,0.45,3
0.002840104,0.002512756,0.003146009,150.6943114,146.4485575,158.6292515,Mesh,9,0.25,2
0.00556189,0.003987721,0.007042873,337.1071662,299.9292637,368.1903697,Mesh,9,0.65,1
0.00320272,0.0028156,0.003530378,149.6399024,146.1423753,155.7802658,Mesh,12,0.25,1
0.016461053,0.007783959,0.023068449,304.25264,140.8418517,495.6752725,Mesh,12,0.95,2
0.013433816,0.0071003,0.018886301,323.7281876,260.737551,376.7185312,Mesh,12,0.65,3
0.003844617,0.003358787,0.004483242,150.227464,145.9876107,154.0415868,Mesh,16,0.25,3
0.01823561,0.012809299,0.022255658,166.1063468,145.5632107,185.0010065,Torus,4,0.45,1
0.019466932,0.015306155,0.023791836,203.3438665,180.4954305,224.5496979,Torus,4,0.45,2
0.019968568,0.015866832,0.024365323,226.3988331,204.8802971,242.3324252,Torus,4,0.45,3
0.016687629,0.010622947,0.022092057,114.6311177,104.330287,121.605228,Torus,4,0.25,1
0.01676377,0.010756127,0.022322657,130.3420768,121.4774171,140.7195965,Torus,4,0.25,2
0.01685683,0.011054149,0.022355667,139.3498508,133.2508476,143.0936456,Torus,4,0.25,3
0.023514831,0.020782751,0.026928293,261.3641615,206.8531708,318.3976907,Torus,4,0.95,2
0.019503422,0.015335174,0.023744774,189.1057962,152.7321003,220.7621725,Torus,4,0.65,1
0.021657613,0.018315304,0.024918209,242.3170453,199.362839,279.7865657,Torus,4,0.65,2
0.022596079,0.018566112,0.027628991,139.0140332,124.946442,153.1356998,Torus,6,0.45,1
0.020414387,0.014720219,0.027045218,106.6183358,98.26333007,120.9300769,Torus,6,0.25,1
0.021531551,0.015930191,0.027539239,124.6258933,117.7905034,130.5596862,Torus,6,0.25,2
0.035584134,0.032203592,0.039976895,221.8291989,163.5239075,278.9855055,Torus,6,0.95,3
0.032222912,0.028831951,0.03631169,220.8817524,189.1279439,252.2868495,Torus,6,0.65,3
0.037553008,0.032084349,0.042040455,161.4633493,124.4637266,189.0920876,Torus,8,0.45,3
0.037082535,0.031617181,0.043323996,96.31831685,55.59741269,155.7756449,Torus,8,0.95,1
0.039009799,0.037395434,0.041921237,174.962741,169.1061533,182.5751998,Torus,9,0.45,3
0.048153324,0.04376217,0.052427217,183.1723375,143.4478352,228.4308548,Torus,9,0.95,3
0.045473985,0.041055524,0.049916545,182.1913933,161.065776,207.1878712,Torus,9,0.65,3
0.03368606,0.030061453,0.03973474,123.0078388,109.9416102,128.1378383,Torus,12,0.25,3
0.040539581,0.035539915,0.045844092,93.18439326,57.43396439,140.0930366,Torus,12,0.65,1
0.046021961,0.043071831,0.049820037,113.8872485,98.83698298,123.7306898,Torus,16,0.25,3
0.066857573,0.059392475,0.075996499,129.6073222,70.48594013,199.457445,Torus,16,0.65,3
0.003630375,0.003523946,0.003765158,253.0382582,248.9649891,256.8972018,Bus,9,0.45,3
0.000660334,0.000644975,0.000671105,149.8088378,147.9544657,151.4272441,Bus,9,0.25,3
